 confidence, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c,Filename
0.975,0,0,0,0,0,0,0,0,0,0,0.12,0,0.16,0,0,0.08,0.23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Training_86291469.csv 
0.825,0,0,0,0.57,0.4,0.22,0,0.59,0.59,1.29,0.48,0,0.83,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,Training_86359726.csv 
0.875,0.72,1.03,0,2.29,0.43,0,0,0,0.93,0,0,0,0,0,0.43,1.3,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,Training_86380480.csv 
0.875,2.52,0.96,0,2.43,0,0,0,0.32,0,0.23,0,1.6,0.52,0,0,0.24,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,Training_86553920.csv 
0.975,0,0,0,0,0,0.06,0,0,0,0.14,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,Training_86638824.csv 
0.975,0.34,0,1.61,0.62,1.25,2.11,1.09,0.25,0.09,1.39,0.23,0.2,1.16,0.02,0.36,1.26,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,Training_86666905.csv 
0.925,0.94,0,0.83,0.97,0.09,0.82,0.4,0.31,0,0.86,0.32,1.65,1.54,0,0.79,0.2,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,Training_86668660.csv 
0.875,1.09,0.94,0,1.87,0,0,0,0,0,0,0.35,0,0.32,0,0,0.19,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,Training_86689248.csv 
0.875,1,0.86,0,1.12,0.51,0,0.56,0.9,0.8,1.3,0.54,2.09,0.87,0.22,0,1.19,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,Training_86715318.csv 
0.875,0.14,0.06,0,0.61,0.4,0,0.75,0.11,0,0,0.05,0,0.01,0,0.06,1.61,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,Training_86759124.csv 
0.875,2.62,1.25,0,1.35,0,0,0.24,0.36,0.8,1.2,0,0,0.94,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,Training_86865290.csv 
0.875,1.21,0.62,0,1.22,0,0,0,0,0,1.33,0,0,0.76,0,0,0.52,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,Training_86930489.csv 
0,0.91,1.27,0,0,0.25,0,0,0.12,0.56,0,0.79,0.02,0.3,0.12,0.85,1.67,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,Training_86949063.csv 
0.875,1.29,0,0,0.82,0,0,0,0.37,0.6,1.16,0,0.85,0,0,0.1,1.93,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,Training_8701697.csv 
0.925,0.87,0,0,0.63,0,0.41,0,0,0,0.33,0.23,0,0.08,0,0,0.14,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,Training_87029979.csv 
0.875,0,0,0.13,0,0,0.88,1.39,0.19,0,0.27,0.54,0,1.07,0,0.12,0.46,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,Training_8703632.csv 
0.875,0.27,0,1.79,0,0,1.19,0.21,0,0,0.07,0.73,0.56,0.67,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,Training_87062150.csv 
0.875,0,0,0,0.69,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,Training_87115439.csv 
0.875,0.96,0,0,1.77,0,0,0,0,0,0,0.35,0,0.13,0,0.17,0.08,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Training_87272289.csv 
0.925,1.02,1.07,0.96,1.28,0,0,0,0.57,0.03,0.84,0,0,0.12,0,0.51,0.97,0.49,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,Training_87326040.csv 
0.925,0.69,0,1.49,0,0.15,1.65,0,0,0.8,0.16,0,0,0.28,0,0.46,0,0.98,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,Training_87335410.csv 
0.875,1.17,0,1.83,0.45,0,0.43,0,0,0,0,0.58,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Training_87351438.csv 
0.925,0.79,0.19,2.01,0.13,1.29,2.56,0.95,0.33,0.21,0.11,0,0,0.93,0,0.33,0.44,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,Training_8739755.csv 
0,0.27,0,0.07,0.48,0.1,0.8,0,0.45,1.1,0,0.12,0,0.81,0,0.38,0,0.5,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,Training_87491540.csv 
0.875,0.42,0,0,2.23,0,0,0,0,0,0,0,0,2.03,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,Training_87647952.csv 
0.875,1.09,0.94,0,1.87,0,0,0,0,0,0,0.35,0,0.32,0,0,0.19,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,Training_87743488.csv 
0.875,0.07,0.48,0,1.02,0,0,0.13,0,0,0,0.46,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,Training_8779281.csv 
0.925,1.06,0,0,0.69,0,0.17,0,1.97,0,0,0,0,1.54,0,0.34,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,Training_87818024.csv 
0.875,1.07,0.34,0.87,1.07,0,0,0,0,0,0,0.52,0,0,0.21,0,0,0.07,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Training_87873349.csv 
0.875,0.31,0,0.36,0,0,0,0,0,0.33,0,0.39,0,0.75,0,0.14,0.24,0.47,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,Training_87895152.csv 
0.975,2.26,0.37,0.18,0,0,0,0.51,0.34,0.32,0.33,0,0,0,0,0.49,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Training_87903138.csv 
0.875,1.3,0,0,0.27,0,0,0.16,0.16,0,1.78,0.37,0,0.46,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,Training_87903666.csv 
0.875,1.58,1,0,2.68,0,0,0,0,0,0,0.21,0,0.71,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,Training_88054161.csv 
0.975,0,0,0,2.83,0,0.22,0,1.03,0.55,0,0.37,0.19,0.12,0,0,2.24,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,Training_88088826.csv 
0.975,1.44,0,0.48,0.1,1.05,3.33,1.73,1.08,0.37,0,1.02,0.53,0.66,0,0,0.41,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,Training_88170709.csv 
0.975,0,0,0.15,0,0,0,0,0,0,0,0.1,0,0.96,0,0,0,0.28,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,Training_88299723.csv 
0.875,1.23,0.13,0.86,0.53,0.14,0.38,0.28,0.38,0.31,1.57,1.18,0,0.62,0.21,1.22,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,Training_88352658.csv 
0,1.38,0.28,0,2.07,0,0,0,0,0,0.02,0,0,0.32,0,0.18,0,0.32,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,Training_88489850.csv 
0.875,0.65,0,0.19,0.35,0.35,0.08,0.6,0.96,0.06,1.31,0,0,1.46,0,0.17,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,Training_88630615.csv 
0.975,1.5,0.07,1.44,0.42,0.3,2.16,0.41,0,0.24,0.3,0,0,0.58,0,0.18,0.12,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,Training_88666991.csv 
0.925,2.12,0.74,0,0,0.21,1.43,0,0,0.63,0.43,0,0.16,1.19,0,0.05,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,Training_88791820.csv 
0.875,0,0,0,0.4,0,0,0,0,0.16,0.38,0.54,0.97,2.8,0.56,0.38,1.44,1.05,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,Training_88807796.csv 
0.975,0,0,0.24,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,Training_88831227.csv 
0.975,0.43,0,0,0,0,0.05,1.33,0.51,0,0,0.85,0.25,0,0,0,1.25,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Training_88951145.csv 
0,0.14,0,0,0,0,0.63,0.45,0,0,0.47,0,1.48,1.22,0,0,0.25,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,Training_89016091.csv 
0.975,1.48,0,0.95,0,0.84,0.4,0.61,0.82,0.1,0.94,0.35,0,0.76,0,0,1.02,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,Training_89031934.csv 
0.875,0.91,0.38,0,2.47,0.32,0,0,0.42,0,0,0.99,0.01,1.72,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,Training_89050041.csv 
0,1.65,0.32,0,0.18,0,0,0,0,0,0,0.37,0.7,0.24,0.18,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,Training_89124066.csv 
0.975,1.24,0.85,0,0.7,0,0.22,0,2.11,0.69,0,0,1.72,0.64,0,0.24,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,Training_8915228.csv 
0,1.01,0,0,1.09,1.13,1.75,0.11,0.47,1.34,0.74,0,1.38,0.69,0.29,0.64,0.45,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,Training_89155187.csv 
0.725,0.92,0,0,1,0.13,0,0,1.29,0.56,0.41,0.07,0.26,0,0.4,0.43,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,Training_89222305.csv 
0.875,0.19,0,0,0.69,0.39,1.71,0.27,0.42,0,0.38,1.58,0.61,2.6,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,Training_89319883.csv 
0.875,1.2,1.14,0,1.27,0,0,0.37,0.52,0.76,0.14,0.75,0.84,0.54,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,Training_893818.csv 
0.875,0.13,0.16,0.15,0,0.05,0,0,0,0.44,1.68,0,0.15,0.08,0,0.16,0.48,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Training_89386308.csv 
0.875,0.51,0,0,0,0,0.65,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Training_89433093.csv 
0.875,0.13,0,0,0.21,0.5,0,0.11,0.25,0.6,0.89,0.63,0.36,1.84,0,0.06,1.11,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,Training_89588176.csv 
0.875,1.34,0.73,0,3.36,0,0,0,0.47,0.33,1.66,0,0,0.54,0,0.4,0.9,0.19,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Training_89620277.csv 
0.875,0.48,0,0.2,0.92,0.48,1.21,0.53,1.17,0.2,0.83,0.83,0.69,0.54,0.48,0,0.36,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,Training_89777169.csv 
0.875,0,0,0,0.69,0,1.28,0,0,0,0,0.6,0,2.39,0.48,0,0.81,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,Training_8978144.csv 
0.875,1.29,1.02,0.07,3.15,0,0,0,0,0,0,0.79,0,0.45,0.02,0,0.43,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Training_89906385.csv 
0.025,0,0,0.33,0,0.61,0.24,2.14,1.34,0.69,1.63,0.36,0.37,0.99,0,0.27,1.18,0.69,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,Training_89985124.csv 
0.975,1.58,0.55,0.19,1.26,0,0,0.01,0,0,0.67,0.39,0,0.2,0,0.81,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,Training_89998154.csv 
0.525,0.14,0,0.42,0,0.75,0,1.91,1.39,0.73,1.6,0.14,0.15,1.14,0,0.06,1.7,0.93,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,Training_90000251.csv 
0.975,0.17,0,0,1.92,0,0,0,0.05,0.27,0.22,0.5,0,0,0,0.42,0.59,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,Training_90006164.csv 
0,0.55,0.72,0,2.17,0.37,0.89,0,0,0.03,0,1.69,0,2.68,0,0.7,0.87,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,Training_90069123.csv 
0.875,2.1,0.22,0.61,0.16,0,0,0,0.57,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training_90145064.csv 
0,2.02,1.94,0.62,3.01,0,0,0,0,0,0,0.34,0,0.82,0,0.48,0.65,0.01,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,Training_90148108.csv 
0.875,0,0,0,1.45,0,0,0.04,0,0,0.57,0.48,0,1.69,0,0.19,0.93,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,Training_9014912.csv 
0.875,1.17,0,2.2,0,1.07,1.38,1.52,1.64,0.24,0.83,0.85,0,0.79,0,0.91,0.58,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,Training_90314753.csv 
0.725,0,0,0.93,0.77,0.77,2.75,2.19,1.03,0,0,1.78,1.04,0.74,0.1,0,1.71,0.14,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,Training_90336031.csv 
0.975,0.47,0,0.02,0,0.3,0.59,0,0.84,1.27,0.52,0.23,0.63,1.6,0.69,0.93,1.99,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,Training_90377115.csv 
0.025,0,0,0,0,0.61,2.23,0.98,0,0.27,0,0.64,0.25,3.26,0,0.31,0,0.17,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,Training_90442444.csv 
0,0,0,1.59,0.29,0,0,0,1.02,0.19,0,0,1.11,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Training_90617831.csv 
0.025,0,0,0,0,0.04,0,0.19,2.04,1.58,0,1.84,0.16,0,0,0.42,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,Training_90678533.csv 
0.875,2.46,0.85,0.2,1.82,0,0,0,0.51,0.63,0.91,0,0,0.37,0,0.87,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,Training_90684260.csv 
0.875,0,0,0,1.05,0,0.48,0,0,0,0,0.79,0,0.14,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Training_90690028.csv 
0.875,0.92,0.43,0.95,0,1.57,1.26,1.17,1.99,1.65,2.41,0.14,0.5,0.51,0,1.53,1.32,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,Training_90717505.csv 
0.625,0.23,0,0,2.12,0,0,1.45,0.01,0,0.43,1.66,0.02,1.4,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,Training_90746169.csv 
0.875,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0.23,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Training_907677.csv 
0.875,1.58,0.01,1.29,0.91,0,0,0,0,0.67,0,0,0,1.36,0,0.3,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,Training_90788470.csv 
0.025,1.93,1.4,0,1.24,0,1.07,0,2.2,0.47,0.3,0.31,1.69,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,Training_90813066.csv 
0.875,1.97,0.21,0.14,2.8,0,1.27,0,0,0,0,0,0,0.84,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Training_90855578.csv 
0.875,1.02,0,0,0,0,0,0,0,0,1.52,0,0.11,0.42,0.1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Training_90893446.csv 
0.975,2.07,0.72,0.6,0.17,0.88,2.91,1.84,0.44,0,0,0.94,0.18,1.02,0,0,0.42,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,Training_90938861.csv 
0,0.39,0,0.54,1.1,0,0,0,0.03,0,0.51,0.45,0.56,0,0,0,0,0.03,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,Training_90969633.csv 
0.875,1.1,0,0.33,1.95,0.48,0.59,0,0,0.45,0,0.87,0,1.48,0,0.51,0.9,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,Training_90972539.csv 
0.875,0.45,0.9,1.76,1.35,0,0,0,0,0,0,0.3,0,0.62,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Training_9099503.csv 
0.875,0.48,0,0,0,0.6,0.74,0.78,1,0.35,1.47,0.47,0.35,1.1,0,0.15,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,Training_91008891.csv 
0.875,0,0.02,0,0.82,0,0,0,1.14,0.75,0.04,0,0,0.72,0,0.49,0,0.43,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,Training_91012221.csv 
0.925,1.38,0.24,0,2.6,0,0,0,0,0,0,1.88,0.85,2.99,0.28,0,3.5,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,Training_91027749.csv 
0.975,2.18,0.65,0,1.31,0,0,0,0.66,0,0.22,0.38,0.66,1.42,0.08,0,0.37,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,Training_91079950.csv 
0.875,0.09,0,0,1.69,0,0,0,0,0,0,0.49,0,0.35,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Training_91377853.csv 
0.925,0,0,0.33,0,1.75,3.37,1.09,1.78,0.01,0,0.65,0.48,0.5,0,0,1.02,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,Training_91452710.csv 
0.875,1.64,1.59,0,2.03,0,0,0,0,0,0,0.53,0.3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Training_91457708.csv 
0.875,0,0,0,2.95,0,0,0,0,0,0,0.41,0,0.4,0,0,0.46,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,Training_91504819.csv 
0.975,0.12,0,0.3,1.53,0.95,2.12,1.04,1,0,0,1.1,0.69,0.46,0.16,0,1.64,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,Training_91588777.csv 
0.975,0.23,0.06,2.11,0,1.93,3.33,2.48,1.61,0.88,1.83,0,0.51,1.58,0,0.66,1.21,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,Training_91656667.csv 
0.375,0,0,0,0,0,0,0,0,0.07,0,0.68,1.81,0,0.24,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,Training_91657048.csv 
0,0.12,0,0,0,0,0,0,0,0.13,0,0.78,1.37,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Training_91744656.csv 
0,1,0,0,1.32,0.14,0,0.41,0.87,0,0.44,1.21,1.37,1.46,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,Training_9190595.csv 
0.875,1.1,1.08,0.79,1.23,0.85,1.43,0.68,1.09,0.31,0.54,0.56,0.93,1.14,0,0.4,0.58,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,Training_91979523.csv 
0.875,0,0,0.47,0,1.87,3.5,0.28,1.09,2.16,1.24,0.2,0,0.07,0,1.55,0,0.36,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,Training_92395444.csv 
0.925,0.03,0.42,0,0.87,0.78,2.1,0.53,0,0,0.65,1.05,1.61,0.33,0.37,0,1.46,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,Training_92400462.csv 
0.925,0.98,0.84,1.49,0,0,0,0.58,0,0.14,0.22,0,0,0,0,0.03,0.03,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,Training_92419956.csv 
0.875,1.21,0,1.53,0.01,0.58,0.17,0.56,0.97,0.07,0.45,0.96,0,0.43,0,0.26,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,Training_92633065.csv 
0,0.44,0,0,0,0.6,0.58,0,0.21,1.06,0,0.23,0,0,0,0.47,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,Training_92653969.csv 
0.875,0.28,0.52,0.04,2.04,0,0,0,0,0,0.38,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Training_92666768.csv 
0,0.51,0.19,0.32,0,0,0,0,1.73,0.78,1.52,0,0.06,0,0,0.14,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,Training_92698411.csv 
0,2.12,0.76,0,1.44,0,0,0,0,0.84,1.33,0.5,0.8,0,0.05,0.47,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,Training_92700611.csv 
0.875,0,0.24,0.32,0,0,0,0,0,0,0,0.47,0,0.82,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Training_92751133.csv 
0.875,0.23,0,0,0,0,1.06,0,0,0,1.67,0,1.45,0,0.32,0,0.74,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,Training_92795472.csv 
0.875,1.3,0.9,0.83,0,0.58,0,0.4,0.01,0.67,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,Training_92814157.csv 
0,2.2,1.32,0,0,0,0,0,0,0,0.24,0,0,0,0,0.08,0.59,0.7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Training_92836435.csv 
0.875,0.21,0,0.09,0.26,0,0.17,0,0,0,0,0.66,0,0,0,0.45,0.31,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,Training_92857315.csv 
0,0.48,0,0,0.16,0,0,0,0,0.1,0.51,0,0,0,0.61,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,Training_9307062.csv 
0,0.74,0,0.92,0.03,0,0,0,0,0,0,0.2,0.23,0,0,0,0.24,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,Training_93094792.csv 
0.875,0.01,0.04,1.07,0.6,0,0,0,0.02,0,0,0,0,0,0,0.04,0.14,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training_93097760.csv 
0.875,1.36,0,0,0.7,0,0.81,0,0,0,0,1.1,0,0.92,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,Training_93209872.csv 
0.525,0,0,0.06,0,1.04,1.33,2.53,0.57,0,0,1.35,0.19,0.23,0,0.32,0,0.04,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,Training_93275470.csv 
0.875,0,0,0.37,0,0,0.63,0.13,0.33,0,0.72,0,0,1.49,0,0.86,0.36,0.95,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,Training_93276868.csv 
0.925,0.57,0.55,0,1.68,0,0,0,0,0,0,0.98,0.15,0.7,0,0,0.54,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,Training_93325481.csv 
0.925,1.71,0,1.47,0,0.83,0.35,0,0,0.84,0.76,0,0,0,0,0,0,0.49,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,Training_93456728.csv 
0.875,0.11,0,1.13,1.18,1.09,3.97,1.14,0,0.32,0,0.44,0.04,0,0,0.39,0.8,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,Training_93583767.csv 
0.875,0.04,0,3.41,0,0.52,0.91,0.5,1.23,0.69,2.46,0,0.45,0.34,0.03,0.88,0.8,1.43,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,Training_93599689.csv 
0,0,0,0.79,0,1.37,1.33,1.5,0.69,0.82,0.22,0.14,0,0.47,0,0.56,0.84,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,Training_93676373.csv 
0,1.59,0.98,0,2.02,0,0,0,0,0,0,0.58,0,1.02,0.35,0.29,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,Training_93770805.csv 
0.875,0.82,0.25,0.02,1.12,0,0,0,0,0.21,0,0,1.02,0.26,0,0.63,0.35,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,Training_93786749.csv 
0.875,1.71,0.43,1.31,1.56,0.48,1.32,0.58,1.2,0,1.28,1.04,0.89,1.9,0,0,2.36,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,Training_93845195.csv 
0.875,2.19,1.26,0,1.32,0,0,0.31,0.52,0.51,1.15,0,0,1.01,0,1.05,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,Training_93885172.csv 
0.875,0.73,0.05,0,1.05,0,0.81,0.15,1.05,0.57,0.64,0.11,0.55,0.69,0,0.58,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,Training_93925872.csv 
0.875,0.14,0.35,0,1.7,0.59,0,1.07,1.28,0,1.48,0,0.85,0.45,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,Training_9392780.csv 
0.875,0.28,0.52,0.04,2.04,0,0,0,0,0,0.38,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Training_93976735.csv 
0.875,1.93,1.5,0,2.02,0.01,0,0,0.2,0.46,0,0,0.17,0,0.49,0.13,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,Training_93990043.csv 
0.875,0.55,0,0.69,0.84,0.44,0.82,0.32,0.4,0,1.49,0.34,1.93,2.57,0,0.46,0.86,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,Training_940105.csv 
0.975,0.42,0.25,0,0.38,0.96,0,0.57,1.03,1.33,2.3,0,0.06,0.4,0,0.27,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,Training_9404389.csv 
